Message,CM,AOPV,CDACT,TI,TTBF,Response
hispanic hispania latin tongue spain country europe mexico mexican arent hispanic mexican aztec people hispanic white people descendant spaniard invader rule aztec people mexico im hispanic hate white ruler mexico im aztec,1.5,1.0,4.5,1.333333333,1.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 1.333333333
TTBF Hate Score: 1.0
"
hmmm really add know thought bill clinton first dyke rest crooked administration rotorootered outta clinton yet prove unflushable turd hillary winning senate seat new york mean hell people new york thinking realize many proud white new york overall place stinking multicultural cesspool proud white live new york feel rest idiot say nah nah na nah nah way know hillary clinton notorious lesbian suprise support faggot disgusting behavior,2.166666667,1.0,4.0,2.166666667,2.333333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 2.166666667
TTBF Hate Score: 2.333333333
"
homosexual bisexual men travel pose great health risk spreading every known vdstd aroundonly black higher rate std third various diseasesconditions know homosexual men come degree manhood manly meaning traditional sense iyet majority either foofoo flaming faggot borderline manly enough clear person faggot alert truly manly one often contribute society meaningful waysothers contribute damaging way making mockery sanctity marriage trying adopt know cannot provide meaningful rolemodel either men womenthus damaging society future youre right dont go around beating u like black mexican however physical threat way destroy societythe fact forced tolerate increasing number contribute weakening resolve matter morality started accepting black equalsit progressed accepting woman opinion general sometimes good one part involvement helped bring current conditionsthis lead accepting homosexual lesbian particular male homosexual followedand beginning see acceptance pedophiliain great britain example recently lowered age consent forget detail someone fill please adultchild relation,2.333333333,1.166666667,5.0,3.0,1.5,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 5.0
TI Hate Score: 3.0
TTBF Hate Score: 1.5
"
horrific couldnt care le he done fag jew plight white hell,1.5,1.0,3.333333333,2.666666667,1.166666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.666666667
TTBF Hate Score: 1.166666667
"
million jew u liberal state massachusetts connecticut rhode island already scad jew faggot barney frank dma let give three state call good negro thatll trickier theyre widely dispersed ill think one aragorn,3.666666667,1.0,3.5,3.5,1.5,"CM Hate Score: 3.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.5
TI Hate Score: 3.5
TTBF Hate Score: 1.5
"
fat negro suffocating bed triple digit,1.0,1.166666667,3.0,1.0,3.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 3.166666667
"
going abouts hail one mud state use reside one mud state moved mostly white amerika unfortunately position overrun mud escape place overrun ruined presence overrun place ruin move ruin place amerika make fine nd world country yearsit already nd world country place mud reproduced like animal much done guess move north white amerika amen,2.166666667,1.0,4.5,5.166666667,1.333333333,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 5.166666667
TTBF Hate Score: 1.333333333
"
many illegal non white invader call ussa home descendant slave occured usa industrial scale blind storefront fully aware white country invaded stop divisive,1.833333333,1.0,3.333333333,2.333333333,1.166666667,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.333333333
TTBF Hate Score: 1.166666667
"
right even empty land needed farming etc could force new immigrant settle still would support proposal elite third world country depend misery people maintain wealth population opportunity advancement choice work elite slave wage blame america problem using u escape valve ship surplus population essence immigration hurting u allowing corrupt selfish regime keep grasp power allow double current population settel unused land would nothing whatsoever stem tide third world breed fast process settle empty area allowing created yet another nation within nation hate u try destroy u foreigner,3.0,1.0,5.0,4.666666667,1.0,"CM Hate Score: 3.0
AOPV Hate Score: 1.0
CDACT Hate Score: 5.0
TI Hate Score: 4.666666667
TTBF Hate Score: 1.0
"
would explain historical reality slaughter samarkand constantiniyah vienna tehran expulsion muslim spain mass exodus romany khurdistan turk invade balkan later expell greek interior capadocia turkey persian king write shah nemah complain invading culture arab persian land peaceful muslim ancient culture clash west,1.333333333,1.0,4.333333333,2.0,1.0,"CM Hate Score: 1.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 2.0
TTBF Hate Score: 1.0
"
hows canada prime minister nowadays crappy like seeing dont live dont care none business coldstar liberal faggot lover running country who giving away invader immigrant go u american trying fix country really working well fix country problem first plenty thing fix like u worry president proper way refer president trump donald trump,2.333333333,1.0,4.333333333,2.666666667,1.666666667,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 2.666666667
TTBF Hate Score: 1.666666667
"
agree whitesabre seen plenty picture kurdish people look hell alot whiter bloody turk turk australia bloody menace deported also know fact turk overrunning germany,3.833333333,1.0,3.166666667,4.0,1.0,"CM Hate Score: 3.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 4.0
TTBF Hate Score: 1.0
"
agree u unaustralian people probably shot eye proaustralians closed global islamic youth centre liverpool fear backlash u unaustralians well must remember proaustralians know whats best country mean think could pack raping arab scum course plenty drug dealing asian hell argue know whats better australia agree every attack commited arab agree future attack scum society people remember dont exclude jew one responsible bringing bomb middle east bomb israel go back home thats best solution war,3.166666667,6.0,4.833333333,4.666666667,1.5,"CM Hate Score: 3.166666667
AOPV Hate Score: 6.0
CDACT Hate Score: 4.833333333
TI Hate Score: 4.666666667
TTBF Hate Score: 1.5
"
agree sick sea alien third world towel head invading beautiful country every day go store chicago see indian chinese sometimes remind country even tragic horrible show whiggers rest world really want themtheir ultimate destruction dilution genetic pool assimilation world mud,2.0,2.666666667,3.333333333,5.333333333,1.833333333,"CM Hate Score: 2.0
AOPV Hate Score: 2.666666667
CDACT Hate Score: 3.333333333
TI Hate Score: 5.333333333
TTBF Hate Score: 1.833333333
"
agree getting educationstudying become pharmacist maybe come medicine swap there female hormone lol welfare nigs started africaaids come africa,1.0,1.6,3.8,1.6,3.6,"CM Hate Score: 1.0
AOPV Hate Score: 1.6
CDACT Hate Score: 3.8
TI Hate Score: 1.6
TTBF Hate Score: 3.6
"
agree sand monkey killed slew men bet theyd dragging street like nig nog mogadishu,1.166666667,3.333333333,3.666666667,1.166666667,1.5,"CM Hate Score: 1.166666667
AOPV Hate Score: 3.333333333
CDACT Hate Score: 3.666666667
TI Hate Score: 1.166666667
TTBF Hate Score: 1.5
"
recently awakened white professional male living uk find country full ragheads supporting bin laden something longer stand come country claiming luck political refugee vast majority merely suck country dry benefit whatever illegal nontax paying mean think deport fkers hold new applicant camp either cleared geniuine case asylum found unfit citizenship deported whence came far taliban bin laden al quidda think way get bastard send troop enmasse clean afghanistan permanetly pakistani dont like tough let enter afghanistan join taliban thousand arab soul alah thats infinte justice bin laden associate living london benefit using legal aid avoid deported usa trial pity someone couldnt find save u legal aid anywhere near would history,4.333333333,5.166666667,4.666666667,5.166666667,1.0,"CM Hate Score: 4.333333333
AOPV Hate Score: 5.166666667
CDACT Hate Score: 4.666666667
TI Hate Score: 5.166666667
TTBF Hate Score: 1.0
"
white minority group though hapsburgsaxe dane jute belgian german austrian soon aid patient faggot drugging raping trying extort k go home africa yep criminal,1.5,1.166666667,4.333333333,2.5,1.333333333,"CM Hate Score: 1.5
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.333333333
TI Hate Score: 2.5
TTBF Hate Score: 1.333333333
"
proud white georgiachristian born raised southern baptist religion follow muslim web board neon muslim aldrais muslim want stop spread truth jew muslim anyone stand attempt destroy white western culture shamed afraid pest continue right partriot white right country muslim jew age muslim filth attempted destroy humanity time world stand,4.0,1.0,4.0,5.5,1.0,"CM Hate Score: 4.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 5.5
TTBF Hate Score: 1.0
"
believe moor invaded spain spain predominately caucasian know invade rape plunder conquored longer speak national language mixed horde continued invasion england ireland raping plundering orangeman greenians whatever ireland fighting stay apart great famous pirate forget name flaming red hair notice people palestine etc whiter america fall roman empire result mixing race like man really lose identity longer either negro caucasian oriental married slave jew mixture negro caucasian oriental mexican entire bunch side southern border mixedup thirdworld people sucking hardearned wage tell pack parasite back caucasian willnot last much longer young caucasian people must search alternative life style bible tell u flee mountain people part american indian since dutch forefather first dutch land america married daughter chieftain anything help pure caucasian becoming extinct civilization greatest creation important well without organized civilized christian society love much profit may mention something asiatic indian settled america tribe white indian wiped lot whiter think picture saw forefather indian prince seemed light eye didnot look today american indian course picture old cannot trusted consider caucasian caucasian get america yes america dirty irish considered caucasian donot think part ireland england scotland irish milkywhite skin flamingred hair blue eye jesus wonder green eye also pure caucasian although doubt yellow mixed blue make green would imagine cain son satan twin brother able yellow eye one daughter second marriage man russian descent american indian came sibera neat book indian william brandon jesus caucasian see looking around area seeing pure caucasian people look feature especially baby always skin adult tanned living outside colombus said american indian cleanest civilization earth found even today blood american indian found oldest blood type world american indian body hair neither face chest hair poker straight man woman grow extremely long hair unless trait arenot pure american indian morbid curiosity waiting see exactly long hair really get butt get information url page important keep page information highway truth set free paminifarm clink,2.5,1.0,6.0,4.25,1.25,"CM Hate Score: 2.5
AOPV Hate Score: 1.0
CDACT Hate Score: 6.0
TI Hate Score: 4.25
TTBF Hate Score: 1.25
"
believe one jew push fag issue worst case scenario would gay jew,1.0,1.0,3.0,1.0,2.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.166666667
"
cannot fix anything neither anyone else god actually christian would know liberal faggot likely jew satan pray hope demise sure many u ultimately god punish,1.166666667,1.333333333,3.333333333,1.333333333,1.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.333333333
CDACT Hate Score: 3.333333333
TI Hate Score: 1.333333333
TTBF Hate Score: 1.0
"
cant seem understand single person dignifies cornholio sambo anything resembles answer really belives little nig friendsmuch le girlfriend,1.0,1.0,3.0,1.0,3.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 3.166666667
"
completely agree strapu mexican crawl across border theyre livin decent harkworking american citizen pay dont care theyre taking job away american people govt absolutely nothing theyre busy trying appease whining bitching still happened hundred year ago guess every race people enslaved one time another quit bitching anything reverse desrimination hardest time finding good decent job white male damn affirmative blacktion ex applied job guess didnt get want know he white niglet got job bc needed make quota country going hell,2.666666667,1.0,4.833333333,5.0,1.333333333,"CM Hate Score: 2.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.833333333
TI Hate Score: 5.0
TTBF Hate Score: 1.333333333
"
could tell plenty ragheads buddythey lying filthy lot rat deserve put barge shipped nearest uninhabited island near small texas town marked rat college good engineering dept somehing attracted doubt could learn build bomb cole bombed big rally front student union bldg morning nytc catastrophie nerve walk around throwing littlev sign celebrating event surely know paying put people school dont like bleeding heart faggot country always cry poor miserable bastard even next time f u time ever people like duty stop ever,3.333333333,1.0,4.333333333,4.833333333,2.333333333,"CM Hate Score: 3.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 4.833333333
TTBF Hate Score: 2.333333333
"
dont care faggot say,1.0,1.0,3.0,1.0,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
got great idea get queer u draft special rainbow brigade arm drop afganistan tell find osama bin laden oh never pick arab would scared would give fear raped oh sorry,2.666666667,2.833333333,3.0,2.0,4.0,"CM Hate Score: 2.666666667
AOPV Hate Score: 2.833333333
CDACT Hate Score: 3.0
TI Hate Score: 2.0
TTBF Hate Score: 4.0
"
guess reason still exist rape lot africa rape sex thing theyre garbage extinct theyre retard always depend white man,1.5,1.5,4.333333333,2.5,1.5,"CM Hate Score: 1.5
AOPV Hate Score: 1.5
CDACT Hate Score: 4.333333333
TI Hate Score: 2.5
TTBF Hate Score: 1.5
"
hate faggot,1.0,1.0,3.0,1.0,1.0,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.0
"
hated clinton first moment laid eye smirking pillsbury dough boy face loathing tangible thing personification racetraitor evil age jewsmediacontrolled mass democracy latest antiwhite spewings slavery white christian master greatest thing ever happened nigra already slave brutal black ape arab white slave dealer brought america saved far worse fate thanks incredible stupidity forced listen look jesse jackson al sharpton worship rev dr martin luther king one owed reparation im glad took land indian created america original version thing apologise deserved dispossessed nothing relative handful stone age savage ancestor arrived shore tried repeatedly wipe u damn nearly successful supreme effort courage people merely survive conquered injun tried might u good,2.0,1.5,5.5,4.0,1.5,"CM Hate Score: 2.0
AOPV Hate Score: 1.5
CDACT Hate Score: 5.5
TI Hate Score: 4.0
TTBF Hate Score: 1.5
"
giving candy group little nigglets knock door even costume know little monkey area two family around play rule conduct pretty well know wont stay way long though really sad,1.666666667,1.0,3.0,2.166666667,2.333333333,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 2.166666667
TTBF Hate Score: 2.333333333
"
problem particular part talmud homo adulterer pervert ought stoned death hope choose executioner would fun sending fag satan,1.333333333,5.833333333,3.333333333,1.833333333,2.5,"CM Hate Score: 1.333333333
AOPV Hate Score: 5.833333333
CDACT Hate Score: 3.333333333
TI Hate Score: 1.833333333
TTBF Hate Score: 2.5
"
recently moved ohio ca near fresno last month culture shock end month heading back east missouri white well yesterday way work drive mountain everyday work fresno white people mountain go work people road nigs spic stop light red nig right nig left female light red sitting waiting could see nig left wanting turn left getting impaitient see fly red light oncoming car coming throught intersection right side swipe car coming intersection keep going kocking guy hit road beater car guy hit nice car would stopped late work guy looked ok man ignorance waited second light would changed one would gotten hurt go show ignorance nigs never seen anything like ohio really shocked thanksgiving moving crazy place called ca seeing better life mo hardly latrinos nigs haha,1.666666667,1.166666667,4.5,3.0,4.0,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.5
TI Hate Score: 3.0
TTBF Hate Score: 4.0
"
say spic worse recent immigrant invader central america south america mexico endless supply mud colored bastard want come black great longer rate miscegenation lower black spic may small consolation black provided u entertaiers athlete spic given u cheap labour black pain as way lesser two evil,1.833333333,1.0,4.0,4.333333333,1.666666667,"CM Hate Score: 1.833333333
AOPV Hate Score: 1.0
CDACT Hate Score: 4.0
TI Hate Score: 4.333333333
TTBF Hate Score: 1.666666667
"
say dont agree statement glad woman certain right outspoken person like many thing considered man thingslike hunting fishing racing car fixing themi sure men faggot sure nothing woman,1.166666667,1.0,3.166666667,1.0,1.166666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.166666667
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
havent fl year alot faggot low life cuban,1.166666667,1.0,3.0,1.0,1.5,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
hear ya man right id getting chick right unfortunatly rocker type guy isnt chick look anymore either gotta look clean cut like faggot boy band decked fubu gear like yo yo yo wuz goin shiznit chick day taste,1.166666667,1.0,3.333333333,1.666666667,2.5,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.666666667
TTBF Hate Score: 2.5
"
hope stupid plain ignorant find vitamin supplement fewer feral groids midst better society,1.166666667,1.166666667,3.0,3.0,2.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.166666667
CDACT Hate Score: 3.0
TI Hate Score: 3.0
TTBF Hate Score: 2.333333333
"
hope carpet bomb hell dune coon dont give hate zionist never work together scum attack,2.0,6.0,3.333333333,1.5,1.166666667,"CM Hate Score: 2.0
AOPV Hate Score: 6.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.5
TTBF Hate Score: 1.166666667
"
thought would get opinion significance ramification population explosion largely undeveloped country site contains sad statistic httpwwwxistorgglobalixgdhtm industrialized modernized country europe north america experiencing lack growth white population rather troubling coming era european brother seeing dramatic increase immigration know heavily favor people despise u opinion flux noneuro people going downfall white race evident last u census show dramatic increase every ethnicity white population liberal minded approach immigration eventually catch u prove disasterous think sorry as loving liberal faggot figure happened late outnumbered homeland people held content u century spic successful destroying nation culture gook take full advantage weakness see real reason behind inability say unwillingness china regulate population truely sad state affair brainwashed people country dont realize stupid understand whats going,2.166666667,1.0,4.5,5.333333333,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.5
TI Hate Score: 5.333333333
TTBF Hate Score: 1.0
"
know mean visigoth first visit miami like shocker many spic felt like puerto rico couldnt believe many saw surely taking much faster worse black,1.5,1.0,3.0,3.666666667,1.666666667,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.666666667
TTBF Hate Score: 1.666666667
"
left ca make fl look like pikers come fag greaser judenschweinone surmise happens ragheads attack webola virusill mourn aryanamericans killed attack reality since frontlines brotherwars attack,1.666666667,1.5,3.666666667,3.333333333,1.166666667,"CM Hate Score: 1.666666667
AOPV Hate Score: 1.5
CDACT Hate Score: 3.666666667
TI Hate Score: 3.333333333
TTBF Hate Score: 1.166666667
"
live mile mexico border rarely hear debate sarita checkpoint u hwy mile form parent house constantly busting mexico truck large quanities drug constantly busting large number illegal alien driver truck drive like mexico like drunk teen agers whenever see one brown riding around bet best dog behind something illegal would like see border mexico closed completely know would economic reprucussions country would well worth u silly thinking use border state buffer mexico like dam little bit water get keep coming worst part water like sewage,3.833333333,1.166666667,4.333333333,3.5,2.166666667,"CM Hate Score: 3.833333333
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.333333333
TI Hate Score: 3.5
TTBF Hate Score: 2.166666667
"
live california mestizo suck least pounce negro,1.333333333,2.0,3.0,1.0,2.333333333,"CM Hate Score: 1.333333333
AOPV Hate Score: 2.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.333333333
"
love white lady soft voluptuous put plain language cushion pushin dont like look cheap bleach blonde silcone queen cannot abide nasty tattoo body piercings seems every young white girl sport several day sickening girl impressionable desperate prove hipness embracing latest jewfagconcocted fad theyd gladly wear goldplated dog turd around neck,1.166666667,1.0,3.666666667,1.666666667,2.0,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.666666667
TTBF Hate Score: 2.0
"
normally agree dr pierce dissident vioces broadcast time nation attacked harde middle eastern invader wisht destroy european culture heritage perhaps part bin ladenss motivation government support isreal greater extent see anyone muslim fair game killing spree believe need take care menance first deporting illegal alien take care threat western civilization take care nation irrational support isreal,4.0,2.0,4.333333333,5.0,1.0,"CM Hate Score: 4.0
AOPV Hate Score: 2.0
CDACT Hate Score: 4.333333333
TI Hate Score: 5.0
TTBF Hate Score: 1.0
"
notice lot floridian talking hereim fl ill throw two centssummer recently dyed hair flaming red whiteblonde nigs seem think im trying look like christina aguerlira something since always see nigs unattractive slobby fat racetrading whore idea make think could get wp chick know hold head high good yesterday beautiful enjoying weather walking dumb nig ride bike try start rappin gave dirty look told f say damn need tighten game cant take hint think common law white girl able shoot thesis stupid fers,1.166666667,5.0,3.833333333,2.833333333,3.666666667,"CM Hate Score: 1.166666667
AOPV Hate Score: 5.0
CDACT Hate Score: 3.833333333
TI Hate Score: 2.833333333
TTBF Hate Score: 3.666666667
"
noticed one yall mentioned wannabe white drug dealer know world know culture dont think po trailor trash allowed underground know mafia purposely give priviledge nigs spic city maybe theyre playin fool money doesnt buy quality happiness time friend mafia actually looking bringing underground trade neighborhood yet plenty dumb white folk continue seek dope u dont know good well illegal drug youre likely dealing somewhere chain always case funny movie training day depicted white dude mastermind drug los angeles seriously doubt white dude think million dollar maybe mexican la top dog drug la dont drug hate drug feel sorry people get sucked drug know never though yall judge white man act like mind judge white man weak enough give drug marijuana included stuff confuses like rest legal drug mess white folk im totally natural drink naturally brewed beer eat raw vegetable even raw meat sometimes believe natural food hate doctor prescription easier convince wigger side drughead im saying dope fiend pothead full poison may agree end destroyin long run control let alone anybody anything else,1.5,1.166666667,4.833333333,1.333333333,1.333333333,"CM Hate Score: 1.5
AOPV Hate Score: 1.166666667
CDACT Hate Score: 4.833333333
TI Hate Score: 1.333333333
TTBF Hate Score: 1.333333333
"
posted wwwlscom thread racism think ok rant let start yes racist moreover fascist need see riot major city look around massive immigration little town see property value dropping crime rate go see illegals everwhere look many citizen local pd called in come pick illegals ofcourse get reply sorry far come based philly president bush want legalize million illegals well sht federal tax goin ever since civil right era crime gone education gone many dont want admit indeed busingintegration america nation longer nation implies blood mexican black jew blood european race undoubtly contributed world even though always minority gave world flight put man moon automobile computer music tv ingenuity know bound unfortunatley wasnt born racist taught open eye looked around people contribute nothing world equal u way supposed equal certainly intelligence seen america constantly bending backward please race ultimately downfall im tired hearing reparation go get brother africa sold u kidnap seen anc bring south africa great nation almost rd world unfortunatly western wolrd tommarow year shall minority nation forefather built nothing saddens see go people think educate creature folk dont see happening time soon america rose master hemisphere suppose ill tell greatest number white settled south africa look portugal used one greatest nation earth unfortunatly brought black africa slave intermixed rest population year portugal great innovation spain moor invaded spain still great nation powerful nation world population gentleman fear race near extinction unfortunate realize look eye instead listen told equality without second thought seen propaghanda tv telling racism evil ive seen people slandered accepting immigration hooray capitlaism rich powerful allow mexican immigrant make buck cheap laborive seen miscegenation every corner turn mtv make people look cool ppl want cool imitate seen communist portrayed hero american nazi fascist italy lie told european left feel anything racial homeland invaded,2.0,1.0,6.0,6.0,1.666666667,"CM Hate Score: 2.0
AOPV Hate Score: 1.0
CDACT Hate Score: 6.0
TI Hate Score: 6.0
TTBF Hate Score: 1.666666667
"
quite agree fashion industry extemely diseased bunch faggot decree whether tie wider thinner color according whim displayed bunch pouty looking silicone implanted anorexic looking freak instead woman wonder eating disorder increased last decade artificial totally faggotzog inspired image damaging layman term known cognative dissonance garbage go medium especially cultural vomit known mtv related money making degenerate crap anyone tell punk whigger known n madonna raphip hop culturally relevant redeeming way typical garbage passed name choice artistic freedom pass culture nowadays turn goddamn jewtube center collapsing around u worry mtv batted last year like mattersexplode,1.166666667,1.0,4.333333333,1.5,2.333333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 1.5
TTBF Hate Score: 2.333333333
"
remember seeing hate crime thing mtv little ago nothing attempt stir hatred white minority community masquerading public service announcement mtv far left theyre edge dont even try hide fact case dont remember hate crime special ill refresh memory basically bunch hate crime written screen text form read mostly rap artist typical ebonics jive speech perpetrator almost always white victim either gay minority shown propoganda movie anatomy hate crime mtv produced young sodomite matthew shepard hype given story nothing simple mugging gone bad dont think guy even meant kill faggot refered fag simply,1.2,2.4,4.2,3.0,2.6,"CM Hate Score: 1.2
AOPV Hate Score: 2.4
CDACT Hate Score: 4.2
TI Hate Score: 3.0
TTBF Hate Score: 2.6
"
seem remember seeing faggot white jewish south african judge television whining could afford aid drug south african couldnt,1.0,1.0,3.0,1.0,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.166666667
"
suggest either neil patrick harris david hyde pierce jim parson queer get lot money act like straight men go full fag anyone could act like straight white vice president year,1.5,1.0,3.333333333,1.0,3.0,"CM Hate Score: 1.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 3.0
"
think onequarter florida population million made first generation hispanic spanish origin unlike former gov bob martinez town illegals brought work plantation agriculture also plenty puerto ricans mix brought plane orlando chicago new york west coast u already turned population happening decade longer feel represented institution large number east asian pakistani also making florida new home,2.166666667,1.0,3.333333333,2.666666667,1.0,"CM Hate Score: 2.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 2.666666667
TTBF Hate Score: 1.0
"
think jdl ara attack jew fag nothing better hack spam wp message board,1.0,1.0,3.0,1.666666667,1.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.666666667
TTBF Hate Score: 1.333333333
"
think american british military powerful military world pull punch could crush afghanistan military without big problem also think stop immigration middle east would prevent terrorist entering country,4.666666667,4.666666667,4.166666667,4.0,1.5,"CM Hate Score: 4.666666667
AOPV Hate Score: 4.666666667
CDACT Hate Score: 4.166666667
TI Hate Score: 4.0
TTBF Hate Score: 1.5
"
think boy hanson talented im really bubblegum pop least boy good actually play instrument unlike faggot boy band like backstreet boy nsync degree etc trying hard act black nothing utmost respect hanson,1.0,1.0,3.666666667,1.0,1.333333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.666666667
TI Hate Score: 1.0
TTBF Hate Score: 1.333333333
"
want nonwhite free zone encompassing north america including mile past panama canalfollowed mile wide dmz territorial water would go mile shore airspace would extend mile coast space mile msl jew could go israel madagascar nignogs anyway go south america wait minutearent white well guess nignogs luck arizona beautiful give awaygood map though,4.5,1.0,3.0,4.0,2.166666667,"CM Hate Score: 4.5
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 4.0
TTBF Hate Score: 2.166666667
"
charlottesville day saw revolting specimen one moronic nigress rappin full blast stereo system fact looking space parking garage made infuriating treated sight pimplyfaced college punk wearing pair billowing bellbottoms huge could cover jerrold nadlers fat as bastard probably faggot well whigger,1.0,1.0,3.0,1.0,2.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 2.833333333
"
wonder many fag work fag piece garbage fag lemon knew cooper fag knew something became one anchor blonde male arent anchor jew cesspool since cooper sodomite pervert he allowed,1.166666667,1.0,3.333333333,1.0,1.833333333,"CM Hate Score: 1.166666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.333333333
TI Hate Score: 1.0
TTBF Hate Score: 1.833333333
"
wont begin go many disease super disease virus super virus plague etc would instantly result go back basic common sense thing left jew love leave asiatic race disgusting general black filth would surmount would burn hole ozone layer,1.0,1.0,4.333333333,1.833333333,2.833333333,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 4.333333333
TI Hate Score: 1.833333333
TTBF Hate Score: 2.833333333
"
work kurdish woman definitely white knew thought russian seems white lot turkish scum sydney,1.0,1.0,3.0,1.5,1.166666667,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.5
TTBF Hate Score: 1.166666667
"
would like see military deport antiamerican trash,4.666666667,1.0,3.0,3.0,1.0,"CM Hate Score: 4.666666667
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 3.0
TTBF Hate Score: 1.0
"
would never even think buying gap bomber jacket good enough faggot jacket pant overpriced anyways,1.0,1.0,3.0,1.0,1.5,"CM Hate Score: 1.0
AOPV Hate Score: 1.0
CDACT Hate Score: 3.0
TI Hate Score: 1.0
TTBF Hate Score: 1.5
"
idol said white nationalism un american ill tell unamerican billion dollar military aid israel un american george washington said unamerican allow border overrun parasite mexico american gave life alamo unamerican dismantle constitution united state politically correct judge politicans unamerican withhold income tax legal citizen illegal immigrant claim large number nonexistent dependent unamerican billion dollar sent mexico people living unamerican allow city become cesspool crime unamerican many war fought republican democrat wanted stop communism dont demon communism fight american politically correct politician found new enemy pour money blood fighting careful boy call unamerican try find something name boy debate,2.333333333,1.0,5.333333333,3.666666667,1.0,"CM Hate Score: 2.333333333
AOPV Hate Score: 1.0
CDACT Hate Score: 5.333333333
TI Hate Score: 3.666666667
TTBF Hate Score: 1.0
"
